Source_Distance(m), Centroid_Error(m), Confidence_Radius(m)
1151.169840, 0.391714, 33.870500
1152.584053, 0.392201, 33.912308
1153.998267, 0.392702, 33.954129
1155.412480, 0.393185, 33.995962
1156.826694, 0.393671, 34.037777
1158.240908, 0.394156, 34.079608
1159.655121, 0.394638, 34.121389
1161.069335, 0.395139, 34.163292
1162.483548, 0.395607, 34.205112
1163.897762, 0.396102, 34.246920
1165.311975, 0.396601, 34.288705
1166.726189, 0.397080, 34.330567
1168.140403, 0.397556, 34.372383
1169.554616, 0.398046, 34.414272
1170.968830, 0.398539, 34.456034
1172.383043, 0.399029, 34.497875
1173.797257, 0.399520, 34.539696
1175.211470, 0.400010, 34.581560
1176.625684, 0.400496, 34.623334
1178.039897, 0.400982, 34.665207
1179.454111, 0.401452, 34.707001
1180.868325, 0.401948, 34.748811
1182.282538, 0.402433, 34.790679
1183.696752, 0.402925, 34.832474
1185.110965, 0.403416, 34.874314
1186.525179, 0.403908, 34.916153
1187.939392, 0.404385, 34.957939
1189.353606, 0.404884, 34.999787
1190.767820, 0.405353, 35.041665
1192.182033, 0.405854, 35.083436
1193.596247, 0.406333, 35.125267
1195.010460, 0.406822, 35.167112
1196.424674, 0.407302, 35.208941
1197.838887, 0.407799, 35.250799
1199.253101, 0.408274, 35.292606
1200.667314, 0.408765, 35.334421
1202.081528, 0.409247, 35.376250
1203.495742, 0.409729, 35.418052
1204.909955, 0.410238, 35.459936
1206.324169, 0.410724, 35.501712
1207.738382, 0.411214, 35.543527
1209.152596, 0.411690, 35.585389
1210.566809, 0.412175, 35.627205
1211.981023, 0.412664, 35.669027
1213.395237, 0.413174, 35.710861
1214.809450, 0.413646, 35.752674
1216.223664, 0.414142, 35.794472
1217.637877, 0.414614, 35.836323
1219.052091, 0.415110, 35.878157
1220.466304, 0.415601, 35.919992
1221.880518, 0.416074, 35.961827
1223.294731, 0.416563, 36.003616
1224.708945, 0.417047, 36.045488
1226.123159, 0.417536, 36.087306
1227.537372, 0.418018, 36.129129
1228.951586, 0.418508, 36.170943
1230.365799, 0.419016, 36.212784
1231.780013, 0.419498, 36.254635
1233.194226, 0.419977, 36.296411
1234.608440, 0.420467, 36.338254
1236.022654, 0.420954, 36.380095
1237.436867, 0.421441, 36.421908
1238.851081, 0.421933, 36.463748
1240.265294, 0.422419, 36.505561
1241.679508, 0.422903, 36.547383
1243.093721, 0.423387, 36.589205
1244.507935, 0.423868, 36.631080
1245.922148, 0.424356, 36.672868
1247.336362, 0.424841, 36.714714
1248.750576, 0.425324, 36.756501
1250.164789, 0.425837, 36.798313
1251.579003, 0.426311, 36.840176
1252.993216, 0.426794, 36.882027
1254.407430, 0.427277, 36.923846
1255.821643, 0.427768, 36.965684
1257.235857, 0.428258, 37.007550
1258.650071, 0.428739, 37.049311
1260.064284, 0.429234, 37.091144
1261.478498, 0.429729, 37.132979
1262.892711, 0.430212, 37.174799
1264.306925, 0.430705, 37.216599
1265.721138, 0.431180, 37.258462
1267.135352, 0.431678, 37.300291
1268.549565, 0.432160, 37.342085
1269.963779, 0.432658, 37.383911
1271.377993, 0.433137, 37.425704
1272.792206, 0.433627, 37.467516
1274.206420, 0.434098, 37.509409
1275.620633, 0.434590, 37.551240
1277.034847, 0.435076, 37.593087
1278.449060, 0.435581, 37.634874
1279.863274, 0.436044, 37.676700
1281.277488, 0.436544, 37.718542
1282.691701, 0.437028, 37.760356
1284.105915, 0.437508, 37.802236
1285.520128, 0.437991, 37.844025
1286.934342, 0.438484, 37.885807
1288.348555, 0.438969, 37.927651
1289.762769, 0.439468, 37.969529
1291.176982, 0.439940, 38.011335
1292.591196, 0.440446, 38.053149
1294.005410, 0.440926, 38.094968
1295.419623, 0.441414, 38.136778
1296.833837, 0.441911, 38.178659
1298.248050, 0.442380, 38.220472
1299.662264, 0.442874, 38.262302
1301.076477, 0.443376, 38.304118
1302.490691, 0.443848, 38.345955
1303.904905, 0.444337, 38.387680
1305.319118, 0.444819, 38.429581
1306.733332, 0.445316, 38.471434
1308.147545, 0.445794, 38.513230
1309.561759, 0.446264, 38.555066
1310.975972, 0.446777, 38.596919
1312.390186, 0.447249, 38.638755
1313.804399, 0.447738, 38.680570
1315.218613, 0.448235, 38.722387
1316.632827, 0.448713, 38.764185
1318.047040, 0.449202, 38.806050
1319.461254, 0.449714, 38.847881
1320.875467, 0.450177, 38.889720
1322.289681, 0.450659, 38.931482
1323.703894, 0.451156, 38.973302
1325.118108, 0.451640, 39.015185
1326.532322, 0.452131, 39.057017
1327.946535, 0.452604, 39.098843
1329.360749, 0.453110, 39.140655
1330.774962, 0.453588, 39.182480
1332.189176, 0.454076, 39.224279
1333.603389, 0.454588, 39.266117
1335.017603, 0.455045, 39.307881
1336.431816, 0.455540, 39.349794
1337.846030, 0.456018, 39.391584
1339.260244, 0.456520, 39.433492
1340.674457, 0.457005, 39.475301
1342.088671, 0.457497, 39.517078
1343.502884, 0.457986, 39.558911
1344.917098, 0.458465, 39.600697
1346.331311, 0.458956, 39.642533
1347.745525, 0.459426, 39.684399
1349.159739, 0.459936, 39.726228
1350.573952, 0.460416, 39.768046
1351.988166, 0.460906, 39.809914
1353.402379, 0.461378, 39.851706
1354.816593, 0.461896, 39.893564
1356.230806, 0.462369, 39.935359
1357.645020, 0.462852, 39.977173
1359.059233, 0.463348, 40.018996
1360.473447, 0.463824, 40.060848
1361.887661, 0.464294, 40.102676
1363.301874, 0.464786, 40.144536
1364.716088, 0.465283, 40.186304
1366.130301, 0.465761, 40.228181
1367.544515, 0.466254, 40.269950
1368.958728, 0.466753, 40.311802
1370.372942, 0.467233, 40.353616
1371.787156, 0.467713, 40.395431
1373.201369, 0.468192, 40.437285
1374.615583, 0.468692, 40.479121
1376.029796, 0.469193, 40.520910
1377.444010, 0.469674, 40.562758
1378.858223, 0.470150, 40.604607
1380.272437, 0.470650, 40.646396
1381.686650, 0.471149, 40.688213
1383.100864, 0.471624, 40.730037
1384.515078, 0.472118, 40.771894
1385.929291, 0.472601, 40.813706
1387.343505, 0.473074, 40.855530
1388.757718, 0.473557, 40.897370
1390.171932, 0.474064, 40.939204
1391.586145, 0.474542, 40.980994
1393.000359, 0.475033, 41.022852
1394.414572, 0.475517, 41.064629
1395.828786, 0.475997, 41.106476
1397.243000, 0.476484, 41.148369
1398.657213, 0.476979, 41.190196
1400.071427, 0.477460, 41.231979
1401.485640, 0.477956, 41.273806
1402.899854, 0.478460, 41.315644
1404.314067, 0.478921, 41.357422
1405.728281, 0.479408, 41.399286
1407.142495, 0.479910, 41.441104
1408.556708, 0.480394, 41.482936
1409.970922, 0.480874, 41.524757
1411.385135, 0.481377, 41.566605
1412.799349, 0.481843, 41.608426
1414.213562, 0.482334, 41.650288
